LOTID,CREATIONDATE,MODIFICATIONDATE,MISCOTHERCOST,FEEDCOST,PROCESSINGCOST,VETCOST,RAILERWT,RAILERHEADCOUNT,RAILERSALES,CATTLECOST,TOTALPAYWTIN,TOTALOFFTRUCKWT,SEXTYPELOT,HEADINLOT,FEEDYARDPHONE,STARTPERIOD,ENDPERIOD
S229204,15/03/2022,12/06/2023,6504.5,310630.16,4956.15,637.36,1500,2,970.64,128618.39,75145,73560,HF,200,509-547-8864,15/03/2022,00:00.0
S228155,20/11/2022,13/06/2023,1286.46,49147.65,509.77,671.27,950,1,1088.2,80368.72,46726,44880,ST,54,509-547-8864,20/11/2022,00:00.0
S229608,26/04/2022,12/06/2023,6495.18,343070.32,5304.94,693.6,3120,3,1749.95,168128.18,111935,109720,HF,220,509-547-8864,26/04/2022,00:00.0
S229825,25/05/2022,18/07/2023,3231.13,151557.67,2751.26,677.5,590,1,1067.18,74125.27,43480,42590,ST,110,509-547-8864,25/05/2022,00:00.0
S226228,22/11/2022,07/10/2023,3482.69,177240.8,2779.47,660.82,2180,3,1131.97,143590.11,78861,73912,HF,147,509-547-8864,22/11/2022,00:00.0
S226230,23/11/2022,07/10/2023,6625.25,288382.6,4206.18,2659.83,2910,3,3032.33,339994.87,188415,177400,HF,285,509-547-8864,23/11/2022,00:00.0
S227094,27/11/2022,07/08/2023,2148.85,80560.82,4055.15,2006.9,3430,4,3094.49,127338.85,71171,71550,NULL,103,509-547-8864,27/11/2022,00:00.0
S218069,24/05/2021,30/12/2021,284.44,90509.06,711.71,180.37,1020,1,1058.71,128928.75,102164,102164,ST,118,509-547-8864,24/05/2021,00:00.0
S218075,04/06/2021,28/01/2022,1084.8,150598.86,1119.29,1388.33,1690,2,1205.36,218083.22,162718,159150,ST,191,509-547-8864,04/06/2021,00:00.0
S228062,16/05/2022,10/04/2023,1560.79,68377.04,481.15,811.39,790,1,591.78,0.01,45860,45860,NS,70,509-547-8864,16/05/2022,00:00.0
S226107,11/07/2022,15/03/2023,2705.38,145840.38,1725.94,0,1180,1,1104.14,216785.89,130341,124193,HF,158,509-547-8864,11/07/2022,00:00.0
S229207,01/06/2022,07/08/2023,4580.05,215160.82,3879.64,260.73,5059,6,4052.72,103523.18,58307,56538,HF,156,509-547-8864,01/06/2022,00:00.0
S229125,03/06/2022,13/07/2023,4278.91,139262.78,2096.79,1075.25,690,1,168.75,40840.75,33947,33210,X,100,509-547-8864,03/06/2022,00:00.0
S229209,23/06/2022,07/08/2023,4099.92,184373.29,3500.65,277.69,1170,1,1298.49,96193.38,54578,53173,HF,140,509-547-8864,23/06/2022,00:00.0
S226102,10/07/2022,09/01/2023,1157.66,78522.8,882.76,954.98,740,1,86.5,0,90506,90506,HF,99,509-547-8864,10/07/2022,00:00.0
S219104,26/12/2021,24/01/2023,3817.12,307847.85,2413.93,155.4,890,1,957.34,165628.79,157574,155810,X,220,509-547-8864,26/12/2021,00:00.0
S218194,16/12/2021,02/08/2022,1115.14,58396.69,987.02,85.94,650,1,120.13,81031.37,51764,50430,ST,67,509-547-8864,16/12/2021,00:00.0
S216429,21/12/2021,12/12/2022,2562.39,169928.17,1794.94,1318.93,710,1,250.25,146709.14,90443,86840,NM,160,509-547-8864,21/12/2021,00:00.0
S218043,03/03/2021,08/09/2021,0,147487.19,321.78,446.43,930,1,741.21,0.01,240270,240270,ST,248,509-547-8864,03/03/2021,00:00.0
S218058,22/04/2021,08/09/2021,0,106296.55,328.26,267.27,2000,2,309.5,0.01,314910,314910,ST,253,509-547-8864,22/04/2021,00:00.0
S227008,09/03/2022,12/12/2022,613.04,124855.02,6305.16,1441.16,750,1,274.75,0.01,118850,118850,NULL,136,509-547-8864,09/03/2022,00:00.0
S227044,14/07/2022,10/04/2023,3765.93,174270.96,1738.4,637.38,770,1,700.18,181845,121230,121230,NULL,167,509-547-8864,14/07/2022,00:00.0
S229615,11/08/2022,13/06/2023,1858.45,75940.83,650.51,454.13,4172,4,4364.73,68979.91,49380,49380,NULL,64,509-547-8864,11/08/2022,00:00.0
S218088,18/07/2021,01/04/2022,1877.18,109421.11,4881.92,686.65,1400,2,225.13,132566.88,84752,78050,ST,128,509-547-8864,18/07/2021,00:00.0
S227052,24/08/2022,10/04/2023,2465.36,82982.15,939.18,1085.98,2470,3,1317.86,0.01,77100,77100,NULL,94,509-547-8864,24/08/2022,00:00.0
S219513,22/11/2021,07/02/2023,5530.01,276836.85,5182.25,679.16,1810,3,412.62,115930.28,74066,72690,HF,200,509-547-8864,22/11/2021,00:00.0
S217110,22/11/2021,13/09/2022,2391.23,106024.42,5572.65,2576.18,3090,4,2116.95,128463.8,85744,86610,NULL,140,509-547-8864,22/11/2021,00:00.0
S218056,14/04/2021,27/10/2021,0,168513.42,1586.47,1309.3,1410,2,729.62,283150.78,196387,184260,ST,237,509-547-8864,14/04/2021,00:00.0
S216127,21/04/2021,29/09/2021,0,123797.45,1884.14,434.11,2723,3,1437.19,240464.44,197102,185150,HF,205,509-547-8864,21/04/2021,00:00.0
S228035,23/03/2022,09/03/2023,632.78,277739.41,2997.23,1555.56,1200,1,1335.93,424474.2,264150,257460,ST,300,509-547-8864,23/03/2022,00:00.0
S228037,29/03/2022,10/10/2022,143,82118.03,711.28,67.88,1060,1,1199.89,145031.04,97664,98650,ST,104,509-547-8864,29/03/2022,00:00.0
S226041,31/03/2022,09/11/2022,193.47,135972.49,1889.89,444.65,1900,2,1755.64,194747.63,129573,125270,HF,158,509-547-8864,31/03/2022,00:00.0
S227047,01/08/2022,26/07/2023,2069.19,90215.25,765.41,518.84,2130,2,1779.37,0.02,93877,91930,NULL,97,509-547-8864,01/08/2022,00:00.0
S229137,18/09/2022,07/10/2023,3684.02,133778.47,3143.54,513.18,6662,6,6677.2,63512.15,48975,49350,X,96,509-547-8864,18/09/2022,00:00.0
S217117,04/12/2021,12/12/2022,2660.63,170688.64,1137.34,944.26,1010,1,894.23,127004.59,74461,71750,NM,150,509-547-8864,04/12/2021,00:00.0
S226131,04/08/2022,11/04/2023,4209.96,171837.24,1941.35,1149.87,1300,1,1265.13,234733.77,147650,141270,HF,178,509-547-8864,04/08/2022,00:00.0
S219814,30/11/2021,27/04/2023,5561.51,277793.3,4914.77,1326.85,2000,2,2035.36,115753.55,71535,69800,ST,200,509-547-8864,30/11/2021,00:00.0
S216413,01/12/2021,29/06/2022,399.57,18241.31,392.75,236.38,1490,2,426.13,26417.3,19342,19280,HF,25,509-547-8864,01/12/2021,00:00.0
S217116,03/12/2021,13/09/2022,4190,209755.16,9422.35,957.28,1890,2,1806.98,215506.15,143652,142530,NULL,212,509-547-8864,03/12/2021,00:00.0
S226117,20/07/2022,10/04/2023,5111.2,205427.34,3068.44,256.55,695,1,1191.42,257410.27,149391,140110,HF,204,509-547-8864,20/07/2022,00:00.0
S219511,02/08/2021,02/06/2022,2485.94,122157.21,1403.95,106.95,2120,3,1274.23,104165.42,87639,87470,HF,121,509-547-8864,02/08/2021,00:00.0
S216252,02/08/2021,10/05/2022,1946.63,166586.17,1709.82,158.53,1180,1,307.5,345574.08,250416,237710,HF,250,509-547-8864,02/08/2021,00:00.0
S228087,15/08/2022,10/04/2023,4141.63,177280.97,1128.48,859.54,2568,3,1998.62,267573.72,164594,161420,ST,165,509-547-8864,15/08/2022,00:00.0
S216224,19/07/2021,03/05/2022,3185.58,142198.82,7015.67,1932.81,660,1,43,158400.36,113415,104673,HF,171,509-547-8864,19/07/2021,00:00.0
S216227,20/07/2021,03/05/2022,1342.18,61509.92,1080.22,1024.02,580,1,121,68963.41,45144,42370,HF,72,509-547-8864,20/07/2021,00:00.0
S216241,29/07/2021,28/01/2022,964.09,90498.73,1286.01,209.25,1680,2,1433.99,141256.37,94750,91900,HF,116,509-547-8864,29/07/2021,00:00.0
S226144,29/08/2022,10/04/2023,5271.88,178813.5,1935.43,168.33,910,1,862.28,233394.36,134853,130711,HF,180,509-547-8864,29/08/2022,00:00.0
S226154,31/08/2022,10/04/2023,5603.85,219735.59,1945.08,837.71,1040,1,119.38,336953.13,188134,174550,HF,219,509-547-8864,31/08/2022,00:00.0
S226133,12/08/2022,13/06/2023,6477.03,308521.92,2952.32,577.74,3590,3,3401.63,512971.62,297810,284369,HF,334,509-547-8864,12/08/2022,00:00.0
S228091,22/08/2022,06/06/2023,4319.68,171345.95,1291.52,481.35,1360,1,1488.13,208691.72,127470,124756,ST,145,509-547-8864,22/08/2022,00:00.0
S226151,30/08/2022,13/06/2023,4026.66,150098.54,1414.79,8.15,900,1,795.9,167806.53,94881,85350,HF,134,509-547-8864,30/08/2022,00:00.0
S227056,06/09/2022,12/06/2023,2191.82,68426.25,3052.53,148.99,910,1,680.86,82026,58590,58590,NULL,76,509-547-8864,06/09/2022,00:00.0
S228181,30/12/2022,19/09/2023,2804.87,171857.89,2424.89,348.12,800,1,935.67,240606.2,122184,117050,ST,180,509-547-8864,30/12/2022,00:00.0
S218178,24/11/2021,14/09/2022,1987.95,79007.64,1218.81,986.71,680,1,142,93911.2,61080,60230,ST,90,509-547-8864,24/11/2021,00:00.0
S218184,07/12/2021,08/09/2022,4236.3,221134.75,3383.55,768.07,4750,5,2557.73,332335.8,208361,198410,ST,246,509-547-8864,07/12/2021,00:00.0
S236001,15/01/2023,07/08/2023,1961.38,99559.51,2423.28,1051.41,870,1,1072.1,226076.14,121292,117260,HF,154,509-547-8864,15/01/2023,00:00.0
S237005,15/01/2023,08/09/2023,1805.88,123963.58,1473.56,621.29,3030,3,2804.17,227820.74,123757,119840,NULL,142,509-547-8864,15/01/2023,00:00.0
S238003,22/01/2023,07/08/2023,4718.89,375360.35,4701.35,1214.46,2070,2,1453.06,691661.09,381918,373540,ST,392,509-547-8864,22/01/2023,00:00.0
S238005,22/01/2023,08/09/2023,3880.23,304303.81,3953.64,839.7,3090,3,1583.26,576851.84,313863,305840,ST,331,509-547-8864,22/01/2023,00:00.0
S228105,11/09/2022,08/05/2023,6133.72,243969.31,1408.89,320.05,1040,1,870.19,368525.98,200689,193190,ST,206,509-547-8864,11/09/2022,00:00.0
S228111,12/09/2022,08/05/2023,6158.31,238328.09,1850.65,437.18,1770,2,959.11,351975.06,191374,181260,ST,209,509-547-8864,12/09/2022,00:00.0
S228114,13/09/2022,08/05/2023,6192.13,241149.02,1415.73,89.43,880,1,101.69,348466.43,182808,177992,ST,207,509-547-8864,13/09/2022,00:00.0
S226174,15/09/2022,11/07/2023,5485.23,186988.26,1674.3,1564.38,1050,1,371.61,295615.33,171635,162170,HF,189,509-547-8864,15/09/2022,00:00.0
S216231,21/07/2021,28/01/2022,491.88,65023.93,4385.92,462.2,850,1,702.84,126792,93920,93920,HF,103,509-547-8864,21/07/2021,00:00.0
S239636,01/04/2023,28/11/2023,359.84,231204.06,4117.97,267.38,4540,5,4080.38,283854.02,178458,175060,ST,248,509-547-8864,01/04/2023,NULL
S238053,10/04/2023,06/11/2023,275.09,296986.06,4179.91,324.51,1050,1,1185.93,563365.56,292096,278940,ST,313,509-547-8864,10/04/2023,00:00.0
S236043,15/04/2023,27/11/2023,404.54,257297.32,4229.82,437.02,930,1,1014.08,440643.34,235739,228330,HF,280,509-547-8864,15/04/2023,NULL
S218116,30/08/2021,01/04/2022,2628.76,136172.02,1171.07,197.57,620,1,108.75,233661.39,154395,152240,ST,165,509-547-8864,30/08/2021,00:00.0
S216323,10/09/2021,03/05/2022,3109.76,145577.39,1114.8,34.78,830,1,599.9,246202.03,153869,146970,HF,163,509-547-8864,10/09/2021,00:00.0
S236038,06/04/2023,08/09/2023,0,5898.97,66.3,0,2100,2,2576.12,14755.95,10890,10890,HF,11,509-547-8864,06/04/2023,00:00.0
S237019,06/04/2023,06/11/2023,0.58,92820.54,1517.31,376.66,1850,2,2371.28,0.01,116633,113540,NULL,131,509-547-8864,06/04/2023,00:00.0
S226178,16/09/2022,13/06/2023,3143.25,129396.08,2784.22,113.26,840,1,650.24,149310.7,82390,77600,HF,105,509-547-8864,16/09/2022,00:00.0
S236036,04/04/2023,13/11/2023,292.26,259417.19,4126.3,1169.88,1380,2,809.2,483536.62,272507,271990,HF,315,509-547-8864,04/04/2023,NULL
S218140,06/10/2021,02/06/2022,2711.91,100099.65,969.17,3395.59,2150,3,746.58,162523.2,96740,93120,NS,141,509-547-8864,06/10/2021,00:00.0
S218142,09/10/2021,13/09/2022,9281.61,465508.58,3346.35,3677.02,750,1,160,457263.72,288845,281640,NS,457,509-547-8864,09/10/2021,00:00.0
S217086,14/10/2021,29/06/2022,1404.69,52971.02,1915.79,1260.12,850,1,761.06,75593.85,74208,72750,NULL,77,509-547-8864,14/10/2021,00:00.0
S218149,21/10/2021,07/06/2022,9610.09,412607.11,2431.59,297.8,1090,1,871.48,613543.23,439200,442510,ST,459,509-547-8864,21/10/2021,00:00.0
S238021,12/02/2023,08/09/2023,1004.26,120777.94,3656.72,184.89,2210,2,2920.01,233091.39,122332,117630,ST,136,509-547-8864,12/02/2023,00:00.0
S238028,21/02/2023,01/11/2023,1175.71,197038.38,5686.04,1287.03,2370,3,2617.64,339229.13,192002,191930,ST,214,509-547-8864,21/02/2023,00:00.0
S238041,13/03/2023,06/11/2023,522.84,197603.49,2383.87,277.58,970,1,406.14,345587.88,180813,176240,ST,204,509-547-8864,13/03/2023,00:00.0
S238044,15/03/2023,06/11/2023,371.99,177149.58,5616.59,628.77,780,1,306.25,299065.44,167600,167850,ST,194,509-547-8864,15/03/2023,00:00.0
S218111,20/08/2021,01/04/2022,982.27,54956.73,652.27,655.65,1900,2,1093.65,0.01,59860,59860,ST,73,509-547-8864,20/08/2021,00:00.0
S217057,20/08/2021,01/04/2022,2814.77,141282.9,2550.71,1005.22,3390,4,2305.07,0.04,128942,128090,HF,177,509-547-8864,20/08/2021,00:00.0
S236045,24/04/2023,16/11/2023,95.09,67424.25,1523.32,55.87,1020,1,1184.73,110145.64,57880,55070,HF,81,509-547-8864,24/04/2023,NULL
S217124,07/12/2021,04/11/2022,1480.94,85136.49,682.61,223.22,1220,2,276.96,0.01,45370,45370,NM,86,509-547-8864,07/12/2021,00:00.0
S238060,21/04/2023,28/11/2023,836.57,419315.37,5638.21,791.96,700,1,211.5,664558.68,291601,280120,ST,400,509-547-8864,21/04/2023,NULL
S237033,29/06/2023,28/11/2023,9242.73,66143.31,3394.63,1446.93,1800,2,2161.02,192885.64,96285,89570,NULL,117,509-547-8864,29/06/2023,NULL
S237035,02/07/2023,28/11/2023,9519.11,59670,5078.28,1148.64,1840,3,1017.82,183954.83,95600,88640,NULL,110,509-547-8864,02/07/2023,NULL
S218122,07/09/2021,01/04/2022,5326.43,292899.62,2386.91,370,1960,2,1640.99,515226.81,338414,338402,ST,349,509-547-8864,07/09/2021,00:00.0
S218123,07/09/2021,03/05/2022,4657.86,230810.61,2560.57,382,1940,2,1579.81,319810.62,206845,206838,ST,238,509-547-8864,07/09/2021,00:00.0
S216326,12/09/2021,03/05/2022,1408.37,56991.95,797.31,309.17,650,1,108.87,76688.97,49404,45370,HF,73,509-547-8864,12/09/2021,00:00.0
S217081,30/09/2021,29/06/2022,1635.12,71994.61,3362.93,272.19,1370,1,1279.37,0.01,63350,63350,NULL,80,509-547-8864,30/09/2021,00:00.0
S238013,08/02/2023,08/09/2023,1326.09,155850.46,1557.68,628.57,780,1,872.68,0.02,141390,141390,ST,165,509-547-8864,08/02/2023,00:00.0
S238048,27/03/2023,27/11/2023,344.74,214163.59,2482.21,429.45,1220,1,0,0.01,177390,177390,ST,213,509-547-8864,27/03/2023,NULL
S237017,30/03/2023,09/11/2023,2674.31,181514.22,1767.56,1453.28,3640,4,3378.57,297928,169850,169850,NM,222,509-547-8864,30/03/2023,NULL
S236014,21/02/2023,13/11/2023,1318.23,200980.75,2987.05,812.61,2000,2,2661.79,334537,189819,189350,HF,222,509-547-8864,21/02/2023,00:00.0
S216330,14/09/2021,02/06/2022,3865.91,178112.84,1759.02,346.21,1840,2,1122.99,270454.55,182741,177570,HF,199,509-547-8864,14/09/2021,00:00.0
S218138,04/10/2021,14/09/2022,4093.44,199658.61,2097.94,140.27,830,1,873.37,247881.87,159246,156874,ST,195,509-547-8864,04/10/2021,00:00.0
S219725,14/11/2021,13/12/2022,2963.65,141878.24,1512.92,567.44,580,1,38.84,62894.28,45550,45550,HF,101,509-547-8864,14/11/2021,00:00.0
S219512,11/11/2021,27/04/2023,5294.4,283646.58,5200.76,387.05,1730,2,784.2,120534.11,80574,78870,HF,200,509-547-8864,11/11/2021,00:00.0
S216393,11/11/2021,01/07/2022,2775.35,116496.72,6965.36,414.79,1660,2,1532.6,138154.58,92380,87150,HF,146,509-547-8864,11/11/2021,00:00.0
S218144,11/10/2021,02/08/2022,1108.16,48677.07,1868.75,1367.66,750,1,604.68,72326.35,47334,46020,ST,64,509-547-8864,11/10/2021,00:00.0
S218145,11/10/2021,29/06/2022,1200.1,46633.33,422.69,847.14,840,1,753.48,76292.96,46990,45930,NS,60,509-547-8864,11/10/2021,00:00.0
S218152,04/11/2021,02/06/2022,1544.4,57484.22,841.97,742.34,2370,3,1430.07,94550.16,62994,62260,ST,81,509-547-8864,04/11/2021,00:00.0
S216383,04/11/2021,29/06/2022,1469.79,57966.52,900.7,1052.53,1270,2,207.93,72025.8,48334,47560,HF,75,509-547-8864,04/11/2021,00:00.0
S217096,04/11/2021,29/06/2022,2623.74,109602.1,1772.05,1528.26,720,1,151,0.02,116270,116270,NULL,149,509-547-8864,04/11/2021,00:00.0
S237044,23/07/2023,28/11/2023,120.34,37705.64,2353.13,186.9,1690,2,1257.05,0.01,49920,49920,NULL,73,509-547-8864,23/07/2023,NULL
S236052,10/05/2023,28/11/2023,328.24,180796.26,2595.61,220.07,1410,1,1845.11,344760.85,177882,172610,HF,201,509-547-8864,10/05/2023,NULL
S238067,12/05/2023,28/11/2023,324.24,168858.7,2187.44,129.41,2140,2,2630.94,342087.9,180798,174540,ST,198,509-547-8864,12/05/2023,NULL
S239629,08/01/2023,28/11/2023,969.37,69140.97,1779.57,132.94,1460,2,1102.7,41753.6,30620,30620,HF,63,509-547-8864,08/01/2023,NULL
S239147,09/02/2023,28/11/2023,2450.81,312785.09,4473.34,290.23,9680,9,11672.94,238868.63,173401,170430,X,255,509-547-8864,09/02/2023,NULL
S239149,07/03/2023,28/11/2023,3644.49,196858.44,5442.45,1472.27,5660,9,2042.82,139854.37,79880,77990,X,217,509-547-8864,07/03/2023,NULL
S238073,02/06/2023,28/11/2023,457.68,239765.29,2781.74,1032.42,990,1,1308.66,536141.41,241021,232810,ST,275,509-547-8864,02/06/2023,NULL
S238075,07/06/2023,28/11/2023,107.52,48404.85,1833.33,959.88,3900,5,3962.97,124712.32,60004,54960,ST,70,509-547-8864,07/06/2023,NULL
S238083,25/06/2023,28/11/2023,183.37,72253.31,1725.33,208.1,860,1,1047.88,202638.82,94255,88330,ST,112,509-547-8864,25/06/2023,NULL
S236081,13/08/2023,28/11/2023,470.12,140566.26,1131.72,381.9,970,1,1094.87,561926.53,277181,262189,SH,281,509-547-8864,13/08/2023,NULL
S216360,05/10/2021,02/06/2022,3220.54,143330.16,1150.31,570.02,920,1,738.39,185754.48,130494,125706,HF,155,509-547-8864,05/10/2021,00:00.0
S217084,11/10/2021,29/06/2022,1355.98,45203.9,586.64,908.66,750,1,148,74217.79,48019,48710,NM,74,509-547-8864,11/10/2021,00:00.0
S217091,25/10/2021,01/07/2022,1407.62,58881.07,2535.7,1402.66,1170,2,158.69,72927.2,47873,46690,NULL,78,509-547-8864,25/10/2021,00:00.0
S217097,04/11/2021,29/06/2022,1311.4,52423.92,1315.92,1598.14,2550,3,879.54,72171.27,68660,68070,NULL,77,509-547-8864,04/11/2021,00:00.0
S217103,12/11/2021,02/08/2022,2737.68,124757.41,1939.83,1836.62,2020,2,1847.52,149583,87990,87990,NM,149,509-547-8864,12/11/2021,00:00.0
S217105,14/11/2021,13/09/2022,3806.35,163368.29,11040.32,3291.75,3432,5,744.83,174846.64,130190,126730,NULL,194,509-547-8864,14/11/2021,00:00.0
S216397,14/11/2021,01/07/2022,2855.07,108965.68,1329.6,337.27,830,1,316.75,181945.35,111620,105690,NH,147,509-547-8864,14/11/2021,00:00.0
S216398,14/11/2021,02/08/2022,1964.31,86490.34,4342.87,794.49,800,1,39.55,94155.63,64200,62300,HF,104,509-547-8864,14/11/2021,00:00.0
S238103,19/08/2023,28/11/2023,408.21,106332.5,1562.6,181.74,7110,7,7816.27,586148.73,257684,244822,ST,251,509-547-8864,19/08/2023,NULL
S238115,26/08/2023,28/11/2023,350.56,93762.17,2099.54,55.34,1970,2,2264.57,465233.14,202396,196012,ST,210,509-547-8864,26/08/2023,NULL
S238118,30/08/2023,28/11/2023,357.3,90459.02,2847.31,394.94,1820,2,1894.21,480603.48,208550,200630,ST,215,509-547-8864,30/08/2023,NULL
S236065,27/06/2023,28/11/2023,208.37,76355.31,1588.79,540.33,920,1,1062.49,0.01,94439,90640,HF,127,509-547-8864,27/06/2023,NULL
S236066,04/07/2023,28/11/2023,201.6,72659.11,1788.48,328.78,740,1,606.4,0.02,97870,97870,HF,122,509-547-8864,04/07/2023,NULL
S236068,11/07/2023,28/11/2023,221.76,75218.24,1959.59,380.53,730,1,887.18,0.01,102815,99820,HF,133,509-547-8864,11/07/2023,NULL
S239154,11/07/2023,28/11/2023,2742.78,31411.17,1015.12,187.16,1320,2,967.54,58295.87,43826,41160,X,65,509-547-8864,11/07/2023,NULL
S237045,24/07/2023,28/11/2023,246.98,70261.69,3035.16,597.26,820,1,905.73,0.01,93891,90410,NULL,149,509-547-8864,24/07/2023,NULL
S236073,27/07/2023,28/11/2023,193.25,60404.83,1745.25,423.61,680,1,11.61,0.01,94653,92000,HF,117,509-547-8864,27/07/2023,NULL
S237050,01/08/2023,28/11/2023,281.59,86692.89,2088.53,579.09,1650,2,1861.82,283987.05,139245,139245,NULL,170,509-547-8864,01/08/2023,NULL
S239156,08/08/2023,28/11/2023,7909.09,56645.84,2866.95,132.96,1340,2,237.15,140242.43,91944,85730,X,139,509-547-8864,08/08/2023,NULL
S237064,30/08/2023,28/11/2023,241.02,58022.07,232.02,235.29,2410,3,2429.58,0.01,118790,118790,NULL,145,509-547-8864,30/08/2023,NULL
S239159,08/09/2023,28/11/2023,198.35,38712.64,2181.11,52.36,710,1,162.99,135460.54,89902,89507,X,119,509-547-8864,08/09/2023,NULL
S216375,25/10/2021,02/06/2022,4231.02,138546.4,2470.38,255.09,2120,3,1546.23,273017.5,186106,181200,HF,214,509-547-8864,25/10/2021,00:00.0
S216361,06/10/2021,02/06/2022,3199.11,106537.23,1490.76,1975.05,1420,2,790.92,165615.6,104820,100960,NH,168,509-547-8864,06/10/2021,00:00.0
S227059,14/09/2022,12/06/2023,4271.99,139145.56,6968.7,1315.6,660,1,117.14,174933,106020,106020,NULL,147,509-547-8864,14/09/2022,00:00.0
S227054,01/09/2022,10/04/2023,2228.94,71888.99,2574.98,336.33,720,1,589.29,0.01,60410,60410,NULL,77,509-547-8864,01/09/2022,00:00.0
S217107,21/11/2021,13/09/2022,3353.47,134962.6,6365.82,1434.9,1890,3,285.13,135870,97050,97050,NULL,157,509-547-8864,21/11/2021,00:00.0
S216291,22/08/2021,15/12/2021,0,45031.29,2806.63,348.17,580,1,107.25,0.01,177930,177930,HF,253,509-547-8864,22/08/2021,00:00.0
S217082,03/10/2021,01/04/2022,2078.52,85808.7,5444.51,683.11,1100,1,985.81,0.04,100100,100100,NULL,122,509-547-8864,03/10/2021,00:00.0
S216380,02/11/2021,13/09/2022,3999.57,183871.58,9129.88,1509.44,3750,4,2544.93,178519.25,122865,117330,HF,199,509-547-8864,02/11/2021,00:00.0
S210105,14/11/2021,01/04/2022,1955.69,37652.23,600.58,161.21,1350,1,990.57,48471.76,90485,88900,C,76,509-547-8864,14/11/2021,00:00.0
S216400,18/11/2021,02/08/2022,2526.92,97273.01,8760.42,2485,1160,2,201.81,147202,102735,98910,HF,160,509-547-8864,18/11/2021,00:00.0
S218159,11/11/2021,02/08/2022,5782.7,266104.58,22452.09,3879.12,5410,5,3720.53,326300.32,204510,194320,ST,309,509-547-8864,11/11/2021,00:00.0
S218108,17/08/2021,02/06/2022,2134.92,111217.19,1032.42,467.03,2860,3,1974.97,0,94544,91917,ST,115,509-547-8864,17/08/2021,00:00.0
S218146,15/10/2021,13/09/2022,5792.87,277531.31,3209.11,4390.28,1110,2,150.15,310826.73,197105,192351,NS,296,509-547-8864,15/10/2021,00:00.0
S217055,13/08/2021,01/04/2022,1400.69,73934.41,908.42,1584.8,1820,2,1543.54,111517.91,77409,78190,NULL,88,509-547-8864,13/08/2021,00:00.0
S218106,16/08/2021,01/04/2022,1166.29,61220.2,553.59,1444.11,3680,4,2675.35,105976.35,72480,70610,ST,78,509-547-8864,16/08/2021,00:00.0
S216303,30/08/2021,03/05/2022,2855.76,141137.43,1740.89,28.33,750,1,52.82,171084.95,110502,104470,HF,143,509-547-8864,30/08/2021,00:00.0
S216332,15/09/2021,08/05/2023,6768.53,292675.86,3992.34,163.06,2370,3,1470.78,392522.72,272357,257050,HF,333,509-547-8864,15/09/2021,00:00.0
S219098,22/10/2021,24/01/2023,7615.4,401836.98,6101.8,1835.36,7290,8,5366.46,129113.53,111920,107080,X,284,509-547-8864,22/10/2021,00:00.0
S238098,06/08/2023,28/11/2023,107.88,32331.29,1774.37,96.97,940,1,1166.61,0.01,51690,51690,ST,65,509-547-8864,06/08/2023,NULL
S237074,12/09/2023,28/11/2023,219.15,36658.78,1317.81,0,540,1,549.25,0.01,111490,111490,NULL,131,509-547-8864,12/09/2023,NULL
S236108,17/09/2023,28/11/2023,463.51,79670.34,1929.3,296.58,690,1,130.51,550238.01,246965,238100,HF,277,509-547-8864,17/09/2023,NULL
S238139,18/09/2023,28/11/2023,283.19,57019.64,1107.87,129.14,740,1,743.07,382180.75,158989,153349,ST,169,509-547-8864,18/09/2023,NULL
S236111,19/09/2023,28/11/2023,678.1,124428.06,2441.13,1435.72,2470,3,2912.97,914111.96,394909,383250,HF,405,509-547-8864,19/09/2023,NULL
S219096,12/09/2021,24/01/2023,3660.79,181253.18,2386.61,968.85,2170,4,496.68,49658.91,37720,37210,X,119,509-547-8864,12/09/2021,00:00.0
S218160,12/11/2021,02/08/2022,2744.01,119276.23,6489.46,928.34,2000,3,423.35,148153,92980,88550,ST,143,509-547-8864,12/11/2021,00:00.0
S218164,14/11/2021,14/09/2022,1613.5,73703.52,4045.64,1421.25,1950,3,412.47,98147.34,61160,60140,ST,94,509-547-8864,14/11/2021,00:00.0
S218112,22/08/2021,29/06/2022,9381.36,126808.59,1310.35,2204.29,1780,2,1665.24,0.01,136110,136110,NS,186,509-547-8864,22/08/2021,00:00.0
S216310,31/08/2021,30/09/2022,4272.58,215625.56,2177.25,688.09,930,1,338.06,273302.81,172625,166060,HF,214,509-547-8864,31/08/2021,00:00.0
S216315,05/09/2021,29/06/2022,5254.98,235576.32,3135.73,278.1,960,1,726.11,300982.62,198432,199226,HF,254,509-547-8864,05/09/2021,00:00.0
S218119,05/09/2021,03/05/2022,4518.92,223502.88,2366.91,396.23,940,1,548.91,275004.65,176364,171782,ST,220,509-547-8864,05/09/2021,00:00.0
S218126,14/09/2021,03/05/2022,3663.38,166045.88,7532.49,1584.63,780,1,653.93,224446.92,144326,132440,ST,183,509-547-8864,14/09/2021,00:00.0
S216368,16/10/2021,02/06/2022,2795.26,124619.8,1711.33,1275.96,940,1,888.78,182067.09,120765,116780,HF,138,509-547-8864,16/10/2021,00:00.0
S216377,25/10/2021,02/06/2022,3301.69,135042.24,1850.81,34.13,970,1,139.5,201773.94,136731,140960,HF,160,509-547-8864,25/10/2021,00:00.0
